crop,season,rainfall,soil_type,land_size,estimated_water_need,risk_level
sunflower,kharif,moderate,sandy,3.5,2100.0,Low
groundnut,kharif,moderate,sandy,7.43,5795.4,Medium
soybean,summer,high,sandy,3.05,1756.8,Low
sunflower,kharif,moderate,loamy,9.67,4835.0,Medium
groundnut,summer,moderate,black,9.18,5668.65,Medium
paddy,summer,high,loamy,8.58,9609.6,High
cotton,summer,low,clay,8.29,10743.84,High
groundnut,summer,moderate,loamy,6.82,4433.0,Medium
cotton,kharif,moderate,sandy,1.12,1612.8,Low
wheat,rabi,moderate,sandy,3.77,4071.6,Medium
millets,rabi,low,black,8.29,4252.77,Medium
cotton,rabi,low,loamy,3.23,4651.2,Medium
paddy,kharif,high,loamy,8.83,9889.6,High
groundnut,rabi,high,sandy,4.9,3057.6,Medium
sunflower,summer,moderate,loamy,8.88,4440.0,Medium
wheat,summer,moderate,loamy,2.36,2124.0,Low
millets,rabi,low,loamy,3.87,2089.8,Low
sugarcane,kharif,moderate,black,4.9,8379.0,High
sunflower,kharif,high,loamy,9.37,3748.0,Medium
vegetables,summer,high,black,4.41,2010.96,Low
soybean,summer,high,black,3.69,1682.64,Low
wheat,rabi,low,black,3.58,3673.08,Medium
soybean,summer,moderate,sandy,4.88,3513.6,Medium
groundnut,rabi,high,clay,1.63,762.84,Low
groundnut,summer,low,sandy,6.56,6140.16,High
soybean,summer,high,sandy,6.96,4008.96,Medium
groundnut,summer,low,loamy,2.13,1661.4,Low
vegetables,kharif,high,loamy,1.35,648.0,Low
paddy,rabi,moderate,black,4.34,5772.2,Medium
millets,summer,low,loamy,7.52,4060.8,Medium
maize,rabi,high,clay,3.95,1990.8,Low
maize,rabi,moderate,clay,6.6,4158.0,Medium
paddy,kharif,high,loamy,6.57,7358.4,High
groundnut,kharif,high,clay,9.45,4422.6,Medium
millets,rabi,high,black,9.82,3358.44,Medium
sugarcane,rabi,low,loamy,8.23,17776.8,High
wheat,rabi,high,clay,2.5,1620.0,Low
paddy,kharif,high,loamy,4.41,4939.2,Medium
maize,summer,moderate,black,4.21,2799.65,Low
cotton,summer,low,black,6.51,8905.68,High
sugarcane,rabi,moderate,clay,6.74,10918.8,High
sugarcane,rabi,low,clay,5.41,10517.04,High
sunflower,rabi,high,clay,9.46,3405.6,Medium
soybean,summer,moderate,clay,2.06,1112.4,Low
wheat,summer,low,sandy,2.95,3823.2,Medium
maize,rabi,moderate,sandy,5.87,4930.8,Medium
sunflower,rabi,moderate,loamy,6.5,3250.0,Medium
paddy,summer,moderate,clay,2.62,3301.2,Medium
sunflower,rabi,moderate,black,1.27,603.25,Low
millets,rabi,moderate,loamy,6.24,2808.0,Low
sunflower,summer,moderate,clay,5.69,2560.5,Low
soybean,kharif,high,loamy,1.78,854.4,Low
sugarcane,kharif,high,clay,7.52,9745.92,High
millets,summer,moderate,sandy,6.31,3407.4,Medium
cotton,summer,moderate,clay,9.32,10065.6,High
millets,rabi,high,black,0.71,242.82,Low
groundnut,rabi,low,black,6.66,4935.06,Medium
cotton,kharif,low,clay,2.21,2864.16,Low
vegetables,rabi,moderate,clay,4.25,2295.0,Low
wheat,kharif,low,loamy,8.59,9277.2,High
cotton,kharif,high,black,1.27,1158.24,Low
wheat,summer,high,sandy,2.04,1762.56,Low
sunflower,kharif,high,black,8.59,3264.2,Medium
cotton,summer,high,clay,2.62,2263.68,Low
paddy,rabi,low,black,6.45,10294.2,High
vegetables,kharif,low,clay,4.05,2624.4,Low
maize,summer,low,loamy,5.37,4510.8,Medium
paddy,rabi,moderate,clay,9.54,12020.4,High
soybean,summer,low,sandy,9.45,8164.8,High
millets,rabi,low,loamy,0.69,372.6,Low
wheat,kharif,moderate,black,6.27,5360.85,Medium
millets,kharif,low,clay,7.07,3436.02,Medium
paddy,kharif,moderate,black,7.83,10413.9,High
millets,kharif,high,clay,6.9,2235.6,Low
wheat,kharif,moderate,clay,8.76,7095.6,High
groundnut,rabi,low,sandy,6.28,5878.08,Medium
soybean,rabi,moderate,sandy,1.91,1375.2,Low
paddy,kharif,low,black,9.56,15257.76,High
millets,kharif,low,black,4.87,2498.31,Low
sunflower,kharif,high,sandy,1.79,859.2,Low
maize,summer,high,loamy,3.22,1803.2,Low
sunflower,rabi,moderate,black,2.26,1073.5,Low
paddy,kharif,low,loamy,8.2,13776.0,High
vegetables,summer,high,black,7.19,3278.64,Medium
vegetables,summer,high,sandy,5.51,3173.76,Medium
sugarcane,kharif,high,sandy,0.91,1572.48,Low
vegetables,summer,low,clay,2.03,1315.44,Low
maize,summer,low,clay,0.81,612.36,Low
wheat,kharif,low,sandy,2.42,3136.32,Medium
cotton,kharif,moderate,black,8.1,9234.0,High
cotton,rabi,high,loamy,9.65,9264.0,High
groundnut,kharif,moderate,clay,2.96,1731.6,Low
millets,summer,low,clay,3.31,1608.66,Low
maize,rabi,moderate,sandy,7.74,6501.6,High
soybean,rabi,high,sandy,1.37,789.12,Low
soybean,summer,high,sandy,9.07,5224.32,Medium
vegetables,rabi,high,black,3.82,1741.92,Low
wheat,rabi,moderate,loamy,9.77,8793.0,High
cotton,rabi,high,sandy,8.75,10080.0,High
sugarcane,rabi,high,loamy,7.14,10281.6,High
groundnut,summer,high,sandy,8.66,5403.84,Medium
millets,rabi,low,sandy,2.73,1769.04,Low
maize,summer,moderate,loamy,4.38,3066.0,Medium
millets,kharif,moderate,loamy,7.6,3420.0,Medium
maize,rabi,high,black,3.74,1989.68,Low
paddy,kharif,low,clay,3.68,5564.16,Medium
groundnut,rabi,moderate,clay,3.46,2024.1,Low
groundnut,summer,moderate,sandy,7.81,6091.8,High
vegetables,rabi,high,loamy,9.19,4411.2,Medium
cotton,kharif,moderate,black,7.92,9028.8,High
maize,kharif,low,loamy,5.73,4813.2,Medium
sugarcane,summer,low,black,5.15,10567.8,High
sunflower,summer,moderate,loamy,7.09,3545.0,Medium
millets,kharif,high,loamy,7.14,2570.4,Low
vegetables,kharif,high,loamy,4.97,2385.6,Low
millets,kharif,moderate,clay,8.15,3300.75,Medium
soybean,rabi,moderate,sandy,2.9,2088.0,Low
soybean,rabi,high,clay,9.91,4281.12,Medium
wheat,rabi,high,sandy,0.67,578.88,Low
cotton,rabi,moderate,clay,6.84,7387.2,High
sugarcane,kharif,high,clay,5.73,7426.08,High
cotton,rabi,high,clay,8.95,7732.8,High
sugarcane,summer,moderate,sandy,5.28,11404.8,High
sunflower,kharif,high,loamy,8.0,3200.0,Medium
cotton,rabi,high,black,3.05,2781.6,Low
sunflower,rabi,high,sandy,9.23,4430.4,Medium
wheat,summer,high,sandy,2.76,2384.64,Low
millets,summer,moderate,loamy,4.77,2146.5,Low
millets,summer,high,clay,6.44,2086.56,Low
sunflower,kharif,low,sandy,6.69,4816.8,Medium
groundnut,summer,low,sandy,3.67,3435.12,Medium
cotton,kharif,low,sandy,2.62,4527.36,Medium
wheat,kharif,low,black,9.55,9798.3,High
groundnut,kharif,high,black,3.41,1684.54,Low
sunflower,kharif,moderate,black,3.62,1719.5,Low
groundnut,kharif,low,sandy,9.71,9088.56,High
groundnut,kharif,moderate,loamy,6.29,4088.5,Medium
paddy,summer,high,loamy,3.42,3830.4,Medium
millets,summer,low,black,7.96,4083.48,Medium
wheat,rabi,moderate,sandy,6.39,6901.2,High
wheat,kharif,moderate,sandy,3.02,3261.6,Medium
vegetables,summer,high,clay,0.98,423.36,Low
sunflower,kharif,low,sandy,2.93,2109.6,Low
paddy,kharif,high,clay,8.86,8930.88,High
maize,rabi,low,loamy,3.75,3150.0,Medium
sunflower,kharif,high,sandy,4.97,2385.6,Low
maize,summer,moderate,loamy,5.51,3857.0,Medium
wheat,kharif,moderate,loamy,5.5,4950.0,Medium
soybean,summer,high,clay,6.89,2976.48,Low
soybean,summer,low,clay,3.62,2345.76,Low
cotton,summer,moderate,loamy,2.72,3264.0,Medium
maize,summer,high,black,8.98,4777.36,Medium
sunflower,kharif,moderate,sandy,8.14,4884.0,Medium
paddy,summer,low,loamy,8.59,14431.2,High
paddy,kharif,moderate,black,6.27,8339.1,High
soybean,kharif,high,loamy,5.41,2596.8,Low
groundnut,kharif,low,black,4.07,3015.87,Medium
groundnut,rabi,high,sandy,4.34,2708.16,Low
sunflower,summer,low,loamy,5.65,3390.0,Medium
maize,summer,high,sandy,9.24,6209.28,High
vegetables,summer,low,sandy,2.56,2211.84,Low
millets,kharif,moderate,loamy,8.83,3973.5,Medium
millets,rabi,moderate,clay,4.22,1709.1,Low
wheat,summer,high,sandy,7.14,6168.96,High
sugarcane,rabi,high,sandy,1.76,3041.28,Medium
millets,rabi,high,loamy,7.67,2761.2,Low
wheat,summer,low,loamy,6.87,7419.6,High
vegetables,summer,high,black,1.85,843.6,Low
vegetables,kharif,low,sandy,1.15,993.6,Low
paddy,summer,high,black,3.12,3319.68,Medium
millets,kharif,high,black,6.5,2223.0,Low
paddy,rabi,low,loamy,4.07,6837.6,High
millets,kharif,moderate,clay,6.79,2749.95,Low
cotton,summer,moderate,sandy,7.89,11361.6,High
vegetables,rabi,moderate,sandy,5.09,3664.8,Medium
sugarcane,kharif,moderate,sandy,2.79,6026.4,High
paddy,kharif,high,loamy,5.71,6395.2,High
paddy,rabi,high,loamy,7.02,7862.4,High
sunflower,summer,low,clay,5.3,2862.0,Low
sunflower,summer,moderate,clay,0.95,427.5,Low
vegetables,rabi,low,black,1.04,711.36,Low
sunflower,rabi,moderate,black,3.67,1743.25,Low
vegetables,rabi,low,clay,5.34,3460.32,Medium
maize,summer,low,clay,8.0,6048.0,High
sunflower,rabi,high,sandy,2.8,1344.0,Low
paddy,kharif,moderate,clay,9.03,11377.8,High
millets,kharif,moderate,sandy,6.24,3369.6,Medium
maize,rabi,moderate,sandy,4.48,3763.2,Medium
groundnut,kharif,high,clay,3.48,1628.64,Low
vegetables,kharif,moderate,loamy,6.65,3990.0,Medium
sugarcane,kharif,low,clay,2.62,5093.28,Medium
sugarcane,summer,low,sandy,5.72,14826.24,High
sunflower,summer,moderate,sandy,4.66,2796.0,Low
maize,rabi,high,loamy,6.3,3528.0,Medium
millets,summer,high,sandy,4.27,1844.64,Low
groundnut,summer,moderate,sandy,2.34,1825.2,Low
wheat,rabi,moderate,sandy,2.35,2538.0,Low
groundnut,rabi,high,clay,8.87,4151.16,Medium
sugarcane,rabi,high,sandy,8.72,15068.16,High
paddy,summer,high,clay,7.1,7156.8,High
groundnut,summer,high,sandy,9.15,5709.6,Medium
vegetables,kharif,high,loamy,6.84,3283.2,Medium
sunflower,rabi,high,sandy,2.7,1296.0,Low
paddy,rabi,moderate,clay,8.58,10810.8,High
vegetables,rabi,moderate,loamy,7.74,4644.0,Medium
wheat,rabi,moderate,black,1.31,1120.05,Low
millets,kharif,low,clay,3.1,1506.6,Low
maize,summer,moderate,sandy,2.49,2091.6,Low
maize,summer,low,clay,3.87,2925.72,Low
paddy,kharif,moderate,loamy,5.27,7378.0,High
groundnut,rabi,moderate,loamy,1.54,1001.0,Low
wheat,rabi,low,clay,3.79,3683.88,Medium
cotton,kharif,high,clay,7.16,6186.24,High
wheat,rabi,moderate,black,6.1,5215.5,Medium
vegetables,summer,moderate,black,3.7,2109.0,Low
vegetables,summer,high,sandy,8.26,4757.76,Medium
vegetables,kharif,moderate,clay,8.55,4617.0,Medium
groundnut,kharif,low,clay,8.76,6149.52,High
maize,rabi,moderate,loamy,5.69,3983.0,Medium
groundnut,rabi,moderate,clay,4.38,2562.3,Low
wheat,summer,high,loamy,9.63,6933.6,High
cotton,rabi,moderate,sandy,2.88,4147.2,Medium
sunflower,kharif,low,black,9.6,5472.0,Medium
vegetables,summer,high,black,5.19,2366.64,Low
sunflower,kharif,high,loamy,4.36,1744.0,Low
maize,rabi,low,loamy,3.43,2881.2,Low
maize,rabi,low,clay,3.89,2940.84,Low
groundnut,summer,moderate,clay,1.3,760.5,Low
cotton,kharif,moderate,black,6.44,7341.6,High
soybean,kharif,high,loamy,8.92,4281.6,Medium
millets,summer,high,sandy,2.04,881.28,Low
cotton,summer,low,black,6.37,8714.16,High
soybean,rabi,low,sandy,1.31,1131.84,Low
cotton,summer,low,black,7.06,9658.08,High
millets,summer,moderate,loamy,6.07,2731.5,Low
wheat,summer,low,clay,6.57,6386.04,High
millets,kharif,moderate,black,9.06,3873.15,Medium
sunflower,summer,high,loamy,9.68,3872.0,Medium
sunflower,summer,moderate,clay,0.91,409.5,Low
vegetables,rabi,low,loamy,6.47,4658.4,Medium
maize,rabi,high,clay,0.64,322.56,Low
groundnut,rabi,moderate,black,7.13,4402.77,Medium
millets,rabi,moderate,clay,9.14,3701.7,Medium
sunflower,rabi,low,black,3.38,1926.6,Low
sugarcane,kharif,low,clay,2.26,4393.44,Medium
groundnut,kharif,low,loamy,1.26,982.8,Low
millets,kharif,moderate,black,4.38,1872.45,Low
sugarcane,rabi,low,loamy,1.83,3952.8,Medium
groundnut,kharif,high,loamy,2.82,1466.4,Low
sugarcane,summer,high,clay,0.77,997.92,Low
sugarcane,rabi,moderate,loamy,2.79,5022.0,Medium
vegetables,kharif,high,clay,7.16,3093.12,Medium
groundnut,summer,moderate,clay,7.05,4124.25,Medium
soybean,kharif,low,clay,9.02,5844.96,Medium
paddy,kharif,low,sandy,8.65,17438.4,High
sunflower,rabi,high,loamy,1.97,788.0,Low
cotton,summer,high,clay,1.84,1589.76,Low
millets,summer,moderate,black,9.16,3915.9,Medium
sugarcane,rabi,high,sandy,7.43,12839.04,High
sunflower,rabi,moderate,sandy,0.98,588.0,Low
groundnut,summer,high,black,7.58,3744.52,Medium
vegetables,kharif,low,clay,4.13,2676.24,Low
vegetables,kharif,moderate,loamy,4.49,2694.0,Low
vegetables,kharif,moderate,black,6.86,3910.2,Medium
sunflower,kharif,high,black,5.44,2067.2,Low
groundnut,summer,moderate,loamy,9.89,6428.5,High
paddy,kharif,low,black,7.84,12512.64,High
vegetables,rabi,low,black,3.1,2120.4,Low
sugarcane,rabi,low,black,8.69,17831.88,High
wheat,kharif,moderate,black,3.76,3214.8,Medium
sunflower,kharif,high,sandy,4.71,2260.8,Low
wheat,kharif,low,sandy,5.44,7050.24,High
millets,kharif,moderate,loamy,1.46,657.0,Low
maize,summer,high,black,2.86,1521.52,Low
maize,kharif,low,sandy,8.89,8961.12,High
wheat,rabi,high,sandy,8.75,7560.0,High
paddy,kharif,low,black,3.02,4819.92,Medium
groundnut,summer,high,black,1.72,849.68,Low
paddy,rabi,low,sandy,3.71,7479.36,High
paddy,summer,high,loamy,8.24,9228.8,High
soybean,rabi,low,loamy,2.18,1569.6,Low
cotton,summer,high,loamy,4.67,4483.2,Medium
millets,kharif,high,sandy,2.03,876.96,Low
sunflower,rabi,moderate,loamy,7.27,3635.0,Medium
millets,rabi,low,loamy,6.61,3569.4,Medium
soybean,rabi,low,loamy,1.23,885.6,Low
sugarcane,kharif,high,black,4.25,5814.0,Medium
sugarcane,rabi,moderate,sandy,5.79,12506.4,High
sunflower,summer,low,black,7.82,4457.4,Medium
wheat,rabi,moderate,sandy,1.79,1933.2,Low
maize,summer,high,sandy,8.54,5738.88,Medium
paddy,rabi,moderate,sandy,8.35,14028.0,High
sugarcane,kharif,moderate,sandy,0.53,1144.8,Low
sugarcane,rabi,high,black,3.49,4774.32,Medium
groundnut,kharif,low,loamy,2.38,1856.4,Low
sunflower,rabi,high,sandy,1.24,595.2,Low
vegetables,rabi,moderate,clay,9.6,5184.0,Medium
soybean,kharif,low,black,0.84,574.56,Low
cotton,summer,low,loamy,5.07,7300.8,High
millets,kharif,moderate,sandy,7.79,4206.6,Medium
maize,summer,moderate,clay,6.03,3798.9,Medium
wheat,summer,moderate,clay,7.08,5734.8,Medium
millets,rabi,moderate,sandy,1.64,885.6,Low
cotton,rabi,high,clay,9.93,8579.52,High
wheat,rabi,low,black,7.56,7756.56,High
maize,summer,moderate,clay,2.05,1291.5,Low
soybean,rabi,moderate,loamy,7.58,4548.0,Medium
soybean,kharif,low,clay,6.63,4296.24,Medium
sugarcane,rabi,moderate,sandy,3.89,8402.4,High
cotton,kharif,high,black,2.29,2088.48,Low
vegetables,rabi,low,sandy,7.9,6825.6,High
millets,summer,high,loamy,3.11,1119.6,Low
cotton,rabi,high,clay,6.55,5659.2,Medium
paddy,rabi,high,sandy,8.88,11934.72,High
sunflower,rabi,moderate,sandy,9.67,5802.0,Medium
vegetables,summer,high,sandy,9.61,5535.36,Medium
maize,kharif,moderate,clay,9.21,5802.3,Medium
millets,rabi,high,clay,3.5,1134.0,Low
maize,kharif,moderate,black,0.52,345.8,Low
paddy,kharif,moderate,clay,1.6,2016.0,Low
sugarcane,kharif,low,black,1.46,2995.92,Low
cotton,summer,low,black,5.19,7099.92,High
wheat,kharif,high,clay,8.28,5365.44,Medium
groundnut,rabi,high,sandy,6.09,3800.16,Medium
sunflower,kharif,moderate,clay,3.78,1701.0,Low
millets,rabi,moderate,sandy,4.87,2629.8,Low
cotton,summer,moderate,clay,5.53,5972.4,Medium
cotton,kharif,moderate,sandy,9.95,14328.0,High
cotton,kharif,low,clay,5.64,7309.44,High
wheat,summer,moderate,clay,9.7,7857.0,High
millets,summer,low,sandy,8.35,5410.8,Medium
paddy,kharif,high,clay,8.41,8477.28,High
maize,kharif,low,loamy,8.22,6904.8,High
wheat,rabi,moderate,clay,9.02,7306.2,High
soybean,summer,high,black,4.13,1883.28,Low
millets,rabi,high,clay,5.72,1853.28,Low
vegetables,summer,low,black,8.53,5834.52,Medium
sunflower,rabi,high,clay,7.13,2566.8,Low
vegetables,summer,moderate,sandy,2.76,1987.2,Low
sunflower,rabi,low,black,7.83,4463.1,Medium
sunflower,summer,moderate,clay,1.83,823.5,Low
millets,kharif,high,sandy,1.45,626.4,Low
sugarcane,rabi,low,loamy,8.44,18230.4,High
millets,summer,high,sandy,6.64,2868.48,Low
groundnut,rabi,high,black,4.15,2050.1,Low
sunflower,kharif,high,clay,4.55,1638.0,Low
paddy,kharif,low,black,5.85,9336.6,High
millets,kharif,low,sandy,9.92,6428.16,High
wheat,kharif,high,black,3.36,2298.24,Low
millets,rabi,moderate,sandy,2.7,1458.0,Low
millets,rabi,high,loamy,7.06,2541.6,Low
cotton,rabi,moderate,sandy,1.94,2793.6,Low
vegetables,kharif,moderate,sandy,3.87,2786.4,Low
vegetables,summer,high,loamy,6.97,3345.6,Medium
sugarcane,rabi,high,clay,8.18,10601.28,High
soybean,rabi,low,loamy,4.37,3146.4,Medium
cotton,summer,low,loamy,2.15,3096.0,Medium
groundnut,kharif,high,black,3.53,1743.82,Low
wheat,kharif,moderate,loamy,8.26,7434.0,High
sunflower,kharif,low,loamy,8.71,5226.0,Medium
cotton,rabi,moderate,clay,3.91,4222.8,Medium
cotton,summer,moderate,loamy,8.61,10332.0,High
millets,rabi,moderate,sandy,3.6,1944.0,Low
sugarcane,rabi,high,black,7.37,10082.16,High
wheat,kharif,moderate,loamy,5.36,4824.0,Medium
soybean,kharif,moderate,sandy,1.6,1152.0,Low
soybean,rabi,moderate,sandy,7.09,5104.8,Medium
paddy,rabi,low,black,9.41,15018.36,High
millets,kharif,moderate,loamy,4.19,1885.5,Low
sugarcane,rabi,moderate,sandy,7.48,16156.8,High
groundnut,summer,high,loamy,4.44,2308.8,Low
maize,rabi,moderate,clay,8.62,5430.6,Medium
cotton,kharif,moderate,loamy,4.91,5892.0,Medium
soybean,summer,moderate,sandy,8.5,6120.0,High
groundnut,rabi,high,black,3.35,1654.9,Low
soybean,rabi,low,clay,9.07,5877.36,Medium
vegetables,rabi,moderate,loamy,4.46,2676.0,Low
groundnut,summer,moderate,loamy,5.56,3614.0,Medium
sunflower,summer,moderate,loamy,4.91,2455.0,Low
paddy,kharif,moderate,loamy,6.86,9604.0,High
soybean,summer,moderate,sandy,0.88,633.6,Low
sugarcane,summer,low,black,7.74,15882.48,High
sunflower,rabi,high,clay,9.9,3564.0,Medium
wheat,rabi,low,clay,3.97,3858.84,Medium
paddy,summer,low,sandy,9.03,18204.48,High
wheat,kharif,low,black,1.31,1344.06,Low
paddy,summer,low,sandy,7.31,14736.96,High
paddy,kharif,low,loamy,1.82,3057.6,Medium
millets,kharif,high,sandy,3.2,1382.4,Low
sugarcane,summer,moderate,loamy,1.92,3456.0,Medium
wheat,rabi,low,sandy,5.88,7620.48,High
soybean,summer,low,black,6.81,4658.04,Medium
sunflower,rabi,low,sandy,1.21,871.2,Low
sugarcane,rabi,low,clay,7.84,15240.96,High
millets,summer,high,sandy,2.82,1218.24,Low
sunflower,kharif,low,loamy,3.64,2184.0,Low
sugarcane,kharif,low,loamy,2.14,4622.4,Medium
vegetables,kharif,moderate,sandy,9.77,7034.4,High
maize,summer,moderate,loamy,5.92,4144.0,Medium
millets,summer,moderate,black,0.84,359.1,Low
maize,rabi,low,loamy,2.72,2284.8,Low
groundnut,rabi,high,black,5.12,2529.28,Low
cotton,rabi,high,sandy,9.43,10863.36,High
sugarcane,kharif,moderate,loamy,4.68,8424.0,High
paddy,rabi,low,loamy,5.32,8937.6,High
paddy,rabi,low,loamy,2.69,4519.2,Medium
groundnut,kharif,low,sandy,2.48,2321.28,Low
sugarcane,summer,low,loamy,6.36,13737.6,High
vegetables,summer,high,sandy,0.6,345.6,Low
groundnut,kharif,high,black,4.09,2020.46,Low
paddy,summer,low,clay,4.14,6259.68,High
millets,rabi,low,black,3.31,1698.03,Low
paddy,summer,low,loamy,7.69,12919.2,High
soybean,rabi,low,black,2.35,1607.4,Low
groundnut,rabi,low,sandy,3.35,3135.6,Medium
soybean,summer,moderate,clay,8.02,4330.8,Medium
sunflower,summer,moderate,clay,2.79,1255.5,Low
groundnut,summer,low,loamy,7.29,5686.2,Medium
sugarcane,rabi,high,clay,7.86,10186.56,High
paddy,rabi,low,sandy,7.6,15321.6,High
paddy,summer,high,loamy,5.79,6484.8,High
millets,rabi,high,loamy,3.4,1224.0,Low
paddy,summer,moderate,black,4.75,6317.5,High
vegetables,summer,low,black,7.78,5321.52,Medium
sugarcane,summer,high,black,2.72,3720.96,Medium
soybean,kharif,moderate,black,3.43,1955.1,Low
sugarcane,kharif,high,black,8.34,11409.12,High
paddy,summer,moderate,loamy,1.38,1932.0,Low
maize,rabi,high,loamy,2.27,1271.2,Low
wheat,summer,low,clay,5.23,5083.56,Medium
maize,summer,high,loamy,5.6,3136.0,Medium
maize,summer,high,clay,6.91,3482.64,Medium
vegetables,summer,high,clay,6.63,2864.16,Low
paddy,kharif,high,clay,1.95,1965.6,Low
millets,summer,low,black,8.18,4196.34,Medium
groundnut,summer,high,sandy,6.0,3744.0,Medium
vegetables,summer,moderate,clay,8.12,4384.8,Medium
millets,rabi,low,loamy,7.04,3801.6,Medium
cotton,summer,high,clay,7.17,6194.88,High
millets,rabi,high,sandy,7.22,3119.04,Medium
groundnut,rabi,moderate,loamy,1.98,1287.0,Low
cotton,summer,moderate,black,2.78,3169.2,Medium
sunflower,summer,moderate,black,6.01,2854.75,Low
millets,kharif,high,clay,7.1,2300.4,Low
sunflower,rabi,high,sandy,5.4,2592.0,Low
groundnut,summer,low,sandy,5.84,5466.24,Medium
vegetables,summer,moderate,clay,7.18,3877.2,Medium
millets,rabi,low,loamy,4.22,2278.8,Low
soybean,rabi,high,sandy,3.34,1923.84,Low
maize,rabi,high,sandy,6.84,4596.48,Medium
wheat,rabi,high,loamy,7.16,5155.2,Medium
paddy,rabi,high,loamy,9.11,10203.2,High
cotton,summer,moderate,loamy,8.07,9684.0,High
cotton,kharif,moderate,loamy,9.02,10824.0,High
vegetables,rabi,low,black,7.76,5307.84,Medium
maize,rabi,high,sandy,1.52,1021.44,Low
sugarcane,kharif,low,sandy,7.09,18377.28,High
sunflower,summer,moderate,black,2.78,1320.5,Low
millets,kharif,high,sandy,9.82,4242.24,Medium
groundnut,rabi,low,clay,5.43,3811.86,Medium
wheat,summer,high,sandy,3.71,3205.44,Medium
paddy,kharif,low,loamy,3.38,5678.4,Medium
groundnut,summer,low,clay,4.43,3109.86,Medium
paddy,kharif,low,clay,3.24,4898.88,Medium
paddy,kharif,moderate,sandy,7.82,13137.6,High
maize,summer,high,loamy,8.69,4866.4,Medium
cotton,summer,high,clay,3.66,3162.24,Medium
maize,rabi,low,loamy,9.46,7946.4,High
wheat,summer,high,sandy,8.6,7430.4,High
sugarcane,rabi,high,sandy,7.92,13685.76,High
sugarcane,kharif,moderate,clay,4.28,6933.6,High
soybean,kharif,high,loamy,2.39,1147.2,Low
vegetables,kharif,moderate,clay,2.84,1533.6,Low
sunflower,rabi,low,sandy,4.78,3441.6,Medium
millets,rabi,moderate,sandy,6.17,3331.8,Medium
wheat,kharif,high,black,8.72,5964.48,Medium
millets,rabi,moderate,loamy,6.63,2983.5,Low
sunflower,rabi,moderate,black,8.31,3947.25,Medium
soybean,summer,low,clay,9.82,6363.36,High
vegetables,summer,high,loamy,0.91,436.8,Low
sugarcane,rabi,high,black,8.61,11778.48,High
sunflower,rabi,moderate,black,8.32,3952.0,Medium
sunflower,kharif,moderate,loamy,8.15,4075.0,Medium
millets,summer,moderate,loamy,2.64,1188.0,Low
soybean,summer,moderate,loamy,9.38,5628.0,Medium
soybean,summer,low,clay,1.25,810.0,Low
millets,rabi,high,loamy,4.48,1612.8,Low
wheat,rabi,low,sandy,2.34,3032.64,Medium
cotton,summer,high,clay,0.71,613.44,Low
millets,kharif,moderate,black,9.0,3847.5,Medium
wheat,summer,high,black,5.88,4021.92,Medium
wheat,rabi,moderate,black,5.61,4796.55,Medium
cotton,kharif,moderate,loamy,7.06,8472.0,High
vegetables,rabi,low,clay,2.57,1665.36,Low
wheat,summer,high,sandy,0.69,596.16,Low
cotton,kharif,high,black,0.89,811.68,Low
wheat,summer,low,black,7.47,7664.22,High
vegetables,rabi,high,loamy,2.29,1099.2,Low
groundnut,kharif,low,loamy,1.85,1443.0,Low
cotton,kharif,moderate,sandy,8.09,11649.6,High
sugarcane,summer,high,loamy,8.98,12931.2,High
soybean,summer,low,clay,4.2,2721.6,Low
vegetables,rabi,low,sandy,5.88,5080.32,Medium
wheat,summer,high,loamy,7.26,5227.2,Medium
vegetables,summer,moderate,sandy,6.43,4629.6,Medium
groundnut,rabi,high,clay,7.32,3425.76,Medium
sugarcane,rabi,high,sandy,1.98,3421.44,Medium
millets,kharif,moderate,black,6.06,2590.65,Low
millets,kharif,low,sandy,8.62,5585.76,Medium
soybean,summer,moderate,sandy,7.57,5450.4,Medium
sugarcane,rabi,low,black,0.76,1559.52,Low
maize,summer,moderate,black,2.03,1349.95,Low
cotton,kharif,high,loamy,7.11,6825.6,High
wheat,kharif,high,black,1.74,1190.16,Low
vegetables,rabi,high,clay,9.81,4237.92,Medium
millets,kharif,low,clay,0.82,398.52,Low
groundnut,rabi,high,black,2.98,1472.12,Low
sunflower,rabi,high,black,1.41,535.8,Low
vegetables,rabi,moderate,clay,7.9,4266.0,Medium
groundnut,summer,moderate,loamy,7.08,4602.0,Medium
vegetables,rabi,low,clay,4.6,2980.8,Low
sugarcane,kharif,high,black,3.59,4911.12,Medium
wheat,summer,low,sandy,6.84,8864.64,High
soybean,summer,moderate,loamy,8.38,5028.0,Medium
groundnut,rabi,high,black,8.17,4035.98,Medium
millets,rabi,high,clay,6.86,2222.64,Low
sunflower,rabi,moderate,sandy,4.23,2538.0,Low
cotton,summer,low,clay,8.94,11586.24,High
vegetables,rabi,moderate,loamy,1.52,912.0,Low
sugarcane,kharif,high,loamy,6.61,9518.4,High
cotton,summer,moderate,sandy,4.21,6062.4,High
cotton,kharif,moderate,loamy,8.03,9636.0,High
groundnut,summer,high,loamy,1.37,712.4,Low
sunflower,kharif,low,sandy,4.38,3153.6,Medium
millets,kharif,low,clay,3.52,1710.72,Low
soybean,kharif,moderate,black,1.96,1117.2,Low
maize,summer,low,sandy,8.01,8074.08,High
