water_source,area_type,tds,bacteria_level,turbidity,safety_status
river,rural,1038,99,18,Unsafe
well,urban,880,35,5,Warning
tap,urban,106,65,10,Safe
tanker,urban,1490,19,5,Warning
borewell,urban,440,24,4,Safe
river,urban,490,20,16,Warning
borewell,urban,402,60,16,Warning
pond,semi-urban,1185,27,17,Unsafe
borewell,rural,834,36,19,Safe
tap,rural,608,71,1,Safe
river,urban,1065,3,5,Warning
tap,urban,353,56,15,Safe
tap,urban,1005,78,5,Safe
river,urban,1128,18,7,Warning
well,rural,999,33,7,Warning
river,rural,997,21,5,Warning
tap,urban,621,32,10,Safe
pond,urban,737,44,20,Unsafe
river,rural,175,66,20,Unsafe
river,semi-urban,817,85,15,Unsafe
river,urban,1049,48,9,Unsafe
borewell,semi-urban,382,41,4,Safe
tap,semi-urban,156,66,18,Warning
pond,urban,1310,51,6,Unsafe
tap,semi-urban,1221,83,7,Safe
tap,rural,426,22,19,Safe
borewell,rural,530,6,9,Safe
tap,semi-urban,1155,58,3,Safe
pond,semi-urban,423,34,12,Unsafe
river,urban,844,13,14,Warning
tap,semi-urban,1236,55,4,Safe
well,semi-urban,806,46,9,Warning
tap,rural,833,16,13,Safe
pond,rural,223,28,18,Unsafe
pond,rural,1101,66,14,Unsafe
tanker,urban,249,88,11,Unsafe
tap,urban,1123,20,3,Safe
tap,urban,1178,72,2,Safe
tap,semi-urban,852,81,17,Warning
tap,semi-urban,1201,25,9,Safe
tap,rural,626,59,14,Safe
borewell,rural,1212,20,18,Safe
pond,urban,875,80,12,Unsafe
borewell,rural,1391,5,15,Safe
tanker,urban,1480,73,16,Unsafe
pond,urban,357,68,11,Unsafe
well,urban,905,10,4,Warning
river,rural,627,42,16,Unsafe
tap,rural,995,79,4,Safe
well,rural,473,53,6,Warning
pond,semi-urban,1327,100,10,Unsafe
pond,semi-urban,1026,99,2,Unsafe
well,semi-urban,1472,25,16,Warning
pond,rural,974,84,18,Unsafe
river,rural,988,34,20,Unsafe
tap,urban,596,78,10,Safe
river,semi-urban,804,89,12,Unsafe
pond,urban,1029,66,18,Unsafe
river,urban,1278,48,17,Unsafe
tap,urban,1077,87,11,Warning
tap,semi-urban,411,49,18,Safe
tap,urban,910,54,9,Safe
well,semi-urban,1085,91,17,Unsafe
borewell,semi-urban,1108,93,5,Warning
borewell,rural,999,47,11,Safe
borewell,urban,176,33,17,Safe
tap,semi-urban,436,53,4,Safe
tanker,rural,1114,74,8,Unsafe
tanker,urban,565,15,14,Warning
borewell,rural,1080,43,12,Safe
borewell,urban,451,83,20,Warning
tanker,rural,928,39,1,Warning
river,urban,828,31,1,Warning
pond,rural,1264,97,6,Unsafe
tap,semi-urban,1070,84,8,Safe
borewell,rural,685,8,18,Safe
tap,rural,720,71,6,Safe
river,urban,587,18,4,Warning
well,rural,413,2,10,Warning
well,urban,1287,54,8,Warning
tanker,urban,391,25,12,Warning
pond,rural,910,13,17,Unsafe
tanker,rural,389,56,18,Unsafe
well,semi-urban,1222,15,19,Warning
pond,urban,542,96,19,Unsafe
well,semi-urban,1326,66,18,Warning
pond,urban,872,30,11,Unsafe
river,urban,1443,100,17,Unsafe
pond,urban,604,57,12,Unsafe
pond,rural,1270,73,13,Unsafe
river,urban,644,34,2,Warning
tanker,urban,1109,100,10,Unsafe
tanker,urban,236,52,11,Warning
river,rural,914,48,2,Warning
tanker,urban,978,25,17,Warning
tanker,urban,1181,61,18,Unsafe
well,semi-urban,777,56,2,Warning
well,rural,835,19,11,Warning
well,rural,1481,72,10,Warning
borewell,semi-urban,480,57,19,Warning
river,urban,1493,45,15,Unsafe
well,rural,444,53,15,Warning
tanker,semi-urban,403,79,19,Unsafe
tanker,rural,884,68,7,Warning
borewell,semi-urban,1451,67,1,Safe
pond,semi-urban,1220,94,19,Unsafe
river,urban,1273,69,9,Unsafe
tap,semi-urban,1463,15,19,Safe
tap,urban,1211,41,20,Safe
well,semi-urban,1292,70,2,Warning
pond,urban,589,84,12,Unsafe
pond,semi-urban,505,44,9,Unsafe
borewell,rural,530,48,10,Safe
well,urban,730,45,1,Warning
pond,urban,1494,13,5,Warning
river,rural,412,30,2,Warning
river,urban,1224,57,5,Unsafe
pond,semi-urban,573,23,13,Unsafe
well,rural,539,1,10,Warning
well,urban,901,0,20,Warning
tap,urban,1494,48,10,Safe
borewell,urban,1354,78,3,Safe
pond,rural,818,57,11,Unsafe
tap,urban,736,86,13,Warning
river,urban,1392,87,13,Unsafe
pond,semi-urban,829,30,2,Warning
river,semi-urban,101,83,11,Unsafe
pond,urban,750,10,9,Warning
pond,urban,158,10,10,Warning
tap,semi-urban,756,99,18,Warning
river,rural,454,96,20,Unsafe
tanker,urban,933,30,20,Warning
tap,semi-urban,1074,48,13,Safe
river,urban,1226,45,15,Unsafe
well,urban,450,55,9,Warning
borewell,semi-urban,974,64,17,Warning
tap,rural,896,19,12,Safe
tap,semi-urban,868,83,19,Warning
well,urban,1431,11,3,Safe
river,semi-urban,665,33,9,Warning
tap,rural,213,30,20,Safe
tanker,semi-urban,887,16,9,Warning
river,semi-urban,544,17,2,Warning
well,urban,325,35,8,Warning
tanker,rural,232,59,1,Warning
borewell,semi-urban,317,45,6,Safe
tanker,rural,1162,70,1,Warning
tap,urban,371,14,2,Safe
pond,rural,201,19,6,Warning
pond,rural,1108,10,9,Warning
tanker,semi-urban,319,83,11,Unsafe
tap,urban,1169,78,7,Safe
pond,semi-urban,706,80,19,Unsafe
pond,rural,795,79,15,Unsafe
well,urban,1200,4,16,Warning
tap,urban,168,57,16,Safe
well,semi-urban,281,97,19,Unsafe
river,rural,1029,100,16,Unsafe
tanker,urban,322,14,12,Warning
tap,rural,1208,93,16,Warning
borewell,semi-urban,1421,46,5,Safe
tap,rural,114,79,4,Safe
tap,urban,1203,72,3,Safe
tanker,semi-urban,1457,4,19,Warning
tap,urban,905,27,3,Safe
tap,semi-urban,585,80,6,Safe
river,semi-urban,660,79,6,Unsafe
river,urban,1059,46,2,Warning
well,semi-urban,244,75,14,Warning
river,urban,1126,67,14,Unsafe
well,semi-urban,948,25,18,Warning
borewell,rural,630,63,7,Safe
tanker,urban,581,78,9,Unsafe
tap,urban,1495,85,13,Warning
tap,urban,125,8,4,Safe
tap,semi-urban,1401,26,13,Safe
tap,rural,638,26,14,Safe
pond,urban,1134,18,19,Unsafe
tap,urban,1343,92,8,Warning
well,rural,1469,67,14,Warning
tap,semi-urban,854,33,6,Safe
tanker,urban,1405,65,6,Warning
borewell,urban,330,85,12,Warning
pond,rural,637,47,7,Unsafe
pond,semi-urban,736,30,8,Warning
river,rural,1037,24,7,Warning
well,semi-urban,1254,13,7,Warning
river,rural,1349,17,7,Warning
pond,rural,917,15,3,Warning
river,urban,572,32,4,Warning
river,urban,458,4,17,Warning
borewell,urban,1460,5,7,Safe
tap,rural,760,14,12,Safe
tap,semi-urban,945,48,10,Safe
river,semi-urban,1407,57,12,Unsafe
well,semi-urban,585,18,18,Warning
tanker,semi-urban,322,16,15,Warning
borewell,semi-urban,1260,12,20,Safe
tap,semi-urban,1157,20,15,Safe
pond,urban,1051,36,5,Warning
well,urban,1347,60,15,Warning
well,rural,670,17,18,Warning
pond,semi-urban,570,80,4,Unsafe
borewell,rural,127,71,2,Safe
river,urban,940,35,14,Unsafe
well,urban,563,0,16,Warning
tanker,urban,1211,98,10,Unsafe
tap,urban,396,81,4,Safe
borewell,rural,1441,41,20,Warning
tap,urban,1348,21,3,Safe
river,semi-urban,474,83,19,Unsafe
borewell,urban,1125,25,7,Safe
tap,urban,1178,15,12,Safe
tanker,urban,1438,1,2,Warning
tap,rural,229,85,18,Warning
tap,rural,1152,24,18,Safe
borewell,rural,1025,2,2,Safe
pond,urban,365,52,5,Unsafe
river,semi-urban,765,64,4,Unsafe
tap,semi-urban,1184,75,8,Safe
river,semi-urban,1220,76,13,Unsafe
pond,urban,1110,80,19,Unsafe
tanker,rural,1487,61,5,Warning
tap,semi-urban,1135,15,13,Safe
borewell,urban,1208,72,19,Warning
pond,rural,989,16,12,Warning
borewell,semi-urban,1380,13,8,Safe
river,rural,299,35,13,Unsafe
pond,semi-urban,910,35,5,Warning
river,rural,1318,55,4,Warning
river,rural,390,28,5,Warning
pond,rural,1180,65,16,Unsafe
river,semi-urban,106,74,7,Unsafe
pond,rural,411,60,13,Unsafe
pond,rural,964,72,8,Unsafe
river,semi-urban,1146,67,2,Unsafe
well,rural,487,23,18,Warning
tap,urban,823,51,3,Safe
well,semi-urban,1244,22,14,Warning
tanker,rural,1046,13,13,Warning
tap,rural,1280,71,19,Warning
well,rural,1175,18,11,Warning
tanker,rural,907,26,10,Warning
pond,semi-urban,434,60,20,Unsafe
borewell,rural,1412,64,5,Safe
tanker,rural,1196,0,20,Warning
pond,rural,805,78,4,Unsafe
tanker,rural,1471,92,4,Unsafe
tanker,rural,777,20,3,Warning
borewell,semi-urban,217,36,13,Safe
tanker,rural,281,62,2,Warning
river,urban,1168,30,7,Warning
tanker,semi-urban,928,86,16,Unsafe
pond,rural,932,80,20,Unsafe
pond,semi-urban,558,33,19,Unsafe
tanker,rural,929,17,7,Warning
pond,rural,632,51,7,Unsafe
borewell,rural,466,98,19,Warning
pond,urban,236,21,6,Warning
well,urban,1045,53,1,Warning
river,urban,602,25,5,Warning
well,semi-urban,1332,85,9,Warning
tap,rural,841,10,19,Safe
river,rural,1348,88,1,Unsafe
well,semi-urban,593,83,20,Unsafe
river,rural,1401,44,19,Unsafe
river,rural,137,12,3,Warning
river,semi-urban,1097,27,8,Warning
pond,rural,989,89,3,Unsafe
tanker,urban,839,83,9,Unsafe
pond,urban,1029,73,18,Unsafe
tanker,urban,129,67,2,Warning
tanker,semi-urban,902,43,3,Warning
tap,urban,871,64,12,Safe
borewell,rural,675,62,13,Warning
river,rural,291,14,18,Warning
tap,urban,423,98,10,Warning
well,rural,489,90,15,Unsafe
borewell,semi-urban,240,36,3,Safe
pond,semi-urban,529,99,13,Unsafe
tanker,urban,1426,57,18,Unsafe
borewell,semi-urban,551,31,3,Safe
pond,rural,544,91,2,Unsafe
borewell,urban,1217,77,18,Warning
pond,rural,1494,83,13,Unsafe
tanker,semi-urban,280,42,3,Warning
pond,semi-urban,816,99,12,Unsafe
river,urban,1030,14,15,Warning
river,rural,730,70,15,Unsafe
well,rural,1490,99,12,Unsafe
well,urban,1362,67,3,Warning
pond,semi-urban,864,45,12,Unsafe
river,urban,451,32,15,Unsafe
river,rural,1131,58,8,Unsafe
borewell,semi-urban,378,81,19,Warning
tap,rural,166,23,17,Safe
tap,urban,635,81,20,Warning
river,urban,1013,15,20,Unsafe
pond,semi-urban,1316,96,5,Unsafe
tap,urban,1121,12,11,Safe
pond,semi-urban,1162,76,12,Unsafe
borewell,urban,958,46,11,Safe
well,urban,193,34,17,Warning
river,semi-urban,1245,62,16,Unsafe
tap,urban,157,10,9,Safe
tap,urban,469,65,11,Safe
well,rural,832,40,14,Warning
river,semi-urban,296,16,9,Warning
river,semi-urban,219,74,10,Unsafe
tanker,semi-urban,974,65,12,Unsafe
borewell,semi-urban,1231,78,3,Safe
tanker,semi-urban,470,13,14,Warning
tap,urban,390,47,19,Safe
tanker,rural,677,18,7,Warning
tap,rural,682,81,6,Safe
pond,semi-urban,1454,34,11,Unsafe
tap,semi-urban,302,53,20,Warning
well,urban,1432,15,19,Warning
pond,semi-urban,1468,38,9,Unsafe
borewell,semi-urban,954,57,8,Safe
tanker,rural,1315,48,8,Warning
tap,semi-urban,141,69,13,Safe
borewell,urban,436,99,2,Warning
pond,rural,434,53,11,Unsafe
river,semi-urban,519,46,3,Warning
pond,rural,260,80,15,Unsafe
borewell,rural,1304,91,5,Warning
borewell,rural,318,70,3,Safe
well,rural,626,4,4,Safe
well,semi-urban,916,12,6,Warning
pond,urban,1095,58,1,Unsafe
borewell,urban,613,61,6,Safe
borewell,semi-urban,1405,58,18,Warning
well,rural,996,75,14,Warning
tanker,semi-urban,910,22,20,Warning
tap,semi-urban,528,77,3,Safe
tanker,urban,916,11,10,Warning
river,urban,1485,81,6,Unsafe
well,urban,674,66,14,Warning
river,urban,173,53,17,Unsafe
tap,rural,560,94,13,Warning
tanker,rural,656,3,9,Warning
pond,rural,1087,36,7,Warning
river,urban,1273,48,9,Unsafe
well,urban,1287,33,14,Warning
pond,urban,830,39,14,Unsafe
well,rural,1023,44,5,Warning
tanker,rural,425,52,14,Unsafe
well,urban,856,53,11,Warning
river,semi-urban,586,67,2,Unsafe
borewell,rural,1041,98,18,Warning
tap,semi-urban,1048,25,13,Safe
river,rural,1309,13,20,Unsafe
borewell,urban,970,29,6,Safe
pond,urban,632,59,5,Unsafe
tap,urban,942,70,7,Safe
borewell,semi-urban,1140,83,11,Warning
pond,urban,667,73,2,Unsafe
pond,rural,1237,74,16,Unsafe
river,urban,306,67,3,Unsafe
pond,semi-urban,1148,100,19,Unsafe
well,rural,1435,68,16,Warning
river,rural,994,2,1,Warning
tanker,semi-urban,451,100,2,Unsafe
borewell,semi-urban,718,19,7,Safe
well,urban,1124,14,20,Warning
borewell,semi-urban,489,18,14,Safe
pond,rural,189,60,12,Unsafe
borewell,urban,619,72,15,Warning
river,urban,1375,36,1,Warning
borewell,rural,704,83,9,Warning
well,semi-urban,451,24,9,Warning
tap,semi-urban,1145,0,9,Safe
pond,rural,522,67,13,Unsafe
well,urban,210,62,3,Warning
tap,rural,346,28,20,Safe
pond,urban,993,73,8,Unsafe
borewell,urban,1005,74,17,Warning
river,urban,689,57,4,Warning
tap,rural,740,11,14,Safe
tap,semi-urban,1014,70,20,Warning
river,semi-urban,1430,67,6,Unsafe
well,rural,335,42,10,Warning
well,semi-urban,872,8,16,Warning
borewell,rural,405,12,10,Safe
tanker,semi-urban,238,30,9,Warning
river,semi-urban,356,85,1,Unsafe
well,semi-urban,113,52,2,Warning
borewell,rural,1397,4,4,Safe
river,semi-urban,1170,82,15,Unsafe
well,rural,1377,47,1,Warning
borewell,urban,568,86,11,Warning
river,rural,1191,26,4,Warning
tap,urban,721,99,5,Warning
well,rural,500,63,12,Warning
tap,urban,1041,90,9,Warning
tanker,semi-urban,185,96,8,Unsafe
tanker,rural,796,78,18,Unsafe
tanker,semi-urban,1408,7,18,Warning
pond,urban,192,68,4,Unsafe
river,semi-urban,898,43,18,Unsafe
borewell,urban,811,100,17,Warning
tanker,rural,1032,44,6,Warning
tap,semi-urban,1159,48,10,Safe
tap,rural,616,72,19,Warning
river,semi-urban,108,26,14,Warning
tanker,rural,309,88,6,Unsafe
tap,urban,404,25,9,Safe
tanker,semi-urban,995,67,6,Warning
borewell,urban,1134,97,8,Warning
river,urban,1425,72,5,Unsafe
well,urban,1336,72,10,Warning
tanker,urban,1260,96,2,Unsafe
pond,urban,1441,19,20,Unsafe
river,urban,1089,7,3,Warning
borewell,semi-urban,1158,9,20,Safe
well,rural,859,43,15,Warning
pond,semi-urban,520,4,9,Warning
tap,semi-urban,211,57,15,Safe
tap,semi-urban,1375,51,20,Warning
tap,rural,917,59,2,Safe
tanker,rural,963,85,10,Unsafe
river,urban,968,95,11,Unsafe
borewell,urban,107,84,3,Safe
tap,semi-urban,225,5,6,Safe
tap,rural,1280,2,14,Safe
river,urban,717,81,1,Unsafe
pond,urban,500,0,13,Warning
well,rural,1281,21,5,Warning
tap,semi-urban,1014,29,8,Safe
borewell,rural,663,66,14,Warning
well,semi-urban,1485,57,15,Warning
tanker,rural,1393,21,5,Warning
tap,urban,1211,83,18,Warning
well,semi-urban,1215,49,17,Warning
tanker,rural,267,8,7,Warning
river,semi-urban,1307,9,12,Warning
well,rural,807,62,16,Warning
borewell,semi-urban,556,69,19,Warning
well,urban,598,31,6,Warning
river,urban,449,68,4,Unsafe
pond,rural,1044,22,12,Warning
pond,urban,187,98,6,Unsafe
tanker,urban,772,45,2,Warning
borewell,urban,268,21,8,Safe
river,urban,660,32,17,Unsafe
well,urban,976,99,14,Unsafe
well,semi-urban,585,100,8,Unsafe
tanker,semi-urban,777,61,11,Unsafe
river,rural,754,69,11,Unsafe
well,semi-urban,346,30,14,Warning
pond,rural,1215,19,8,Warning
tap,rural,786,28,13,Safe
tanker,rural,141,70,3,Warning
borewell,rural,699,20,6,Safe
borewell,rural,320,25,17,Safe
borewell,urban,1167,67,5,Safe
well,semi-urban,425,67,3,Warning
borewell,rural,725,2,4,Safe
borewell,rural,664,71,9,Safe
tanker,semi-urban,925,95,15,Unsafe
river,rural,849,99,8,Unsafe
pond,rural,1349,54,16,Unsafe
well,semi-urban,563,80,7,Warning
tanker,rural,1485,18,13,Warning
pond,rural,444,99,15,Unsafe
river,urban,977,35,20,Unsafe
tap,rural,1377,41,11,Safe
borewell,semi-urban,1175,32,7,Safe
borewell,urban,1181,46,5,Safe
pond,urban,1147,3,11,Warning
tap,rural,954,83,20,Warning
pond,urban,727,75,12,Unsafe
pond,rural,1040,81,20,Unsafe
well,urban,431,92,10,Unsafe
pond,semi-urban,1191,20,6,Warning
tap,rural,601,87,6,Safe
borewell,semi-urban,1375,24,2,Safe
river,semi-urban,140,5,13,Warning
tanker,urban,918,31,1,Warning
river,semi-urban,199,99,9,Unsafe
river,semi-urban,472,63,10,Unsafe
river,semi-urban,996,33,14,Unsafe
tanker,semi-urban,1031,45,20,Unsafe
river,semi-urban,367,77,6,Unsafe
well,semi-urban,910,59,11,Warning
pond,semi-urban,987,18,19,Unsafe
tanker,rural,546,73,6,Unsafe
pond,semi-urban,427,43,6,Unsafe
borewell,urban,1314,18,4,Safe
tanker,semi-urban,128,19,7,Warning
borewell,rural,1317,76,2,Safe
river,rural,798,52,16,Unsafe
borewell,rural,251,39,13,Safe
tanker,rural,616,64,10,Unsafe
tap,semi-urban,610,61,17,Warning
river,rural,1322,83,19,Unsafe
river,semi-urban,1487,84,5,Unsafe
tap,rural,1427,17,17,Safe
well,rural,642,71,8,Warning
well,urban,1250,97,13,Unsafe
tap,urban,752,53,4,Safe
borewell,urban,1391,66,17,Warning
tap,semi-urban,1060,5,10,Safe
borewell,semi-urban,869,84,8,Warning
pond,semi-urban,1250,11,11,Warning
river,semi-urban,966,74,10,Unsafe
tanker,semi-urban,515,50,4,Warning
tanker,urban,998,17,18,Warning
pond,semi-urban,1388,14,18,Unsafe
borewell,semi-urban,1149,70,9,Safe
pond,urban,547,53,14,Unsafe
well,urban,738,69,14,Warning
tap,urban,1122,52,13,Safe
well,urban,198,37,5,Warning
well,semi-urban,230,37,19,Warning
well,urban,707,75,18,Unsafe
pond,semi-urban,631,9,5,Warning
borewell,semi-urban,968,93,18,Warning
river,semi-urban,1421,30,18,Unsafe
pond,semi-urban,154,61,17,Unsafe
tap,rural,821,26,2,Safe
river,urban,322,28,12,Warning
well,rural,399,54,8,Warning
well,urban,1279,43,12,Warning
river,semi-urban,659,19,15,Warning
tap,urban,755,73,16,Warning
tanker,rural,332,65,20,Unsafe
river,semi-urban,457,62,16,Unsafe
tap,rural,132,88,20,Warning
river,urban,416,38,13,Unsafe
tanker,rural,1388,8,13,Warning
pond,urban,258,83,2,Unsafe
tap,semi-urban,703,57,18,Warning
tanker,rural,1417,92,2,Unsafe
tanker,rural,727,1,6,Warning
tanker,urban,841,91,15,Unsafe
borewell,rural,883,14,1,Safe
tap,semi-urban,1108,84,6,Safe
river,urban,1271,100,3,Unsafe
tanker,urban,813,37,1,Warning
borewell,semi-urban,1300,10,19,Safe
pond,rural,969,63,13,Unsafe
tap,rural,1366,83,10,Warning
tap,rural,1288,36,5,Safe
pond,rural,603,49,9,Unsafe
well,semi-urban,1219,0,10,Warning
pond,rural,1211,56,9,Unsafe
pond,rural,1387,66,15,Unsafe
borewell,urban,411,46,2,Safe
borewell,rural,1021,43,17,Safe
well,rural,335,71,18,Unsafe
borewell,semi-urban,1145,96,7,Warning
pond,rural,1400,36,20,Unsafe
pond,rural,808,12,11,Warning
river,semi-urban,1101,50,6,Warning
tap,semi-urban,176,49,3,Safe
tap,urban,539,20,11,Safe
river,rural,376,81,2,Unsafe
pond,semi-urban,790,0,9,Warning
tap,rural,524,82,13,Warning
borewell,rural,1209,87,6,Warning
pond,urban,1209,59,12,Unsafe
borewell,rural,307,14,15,Safe
pond,rural,116,91,4,Unsafe
tanker,rural,1019,85,2,Unsafe
tanker,semi-urban,774,43,12,Warning
well,rural,824,41,14,Warning
tap,urban,696,37,18,Safe
tap,rural,757,53,11,Safe
tanker,semi-urban,901,64,3,Warning
tanker,semi-urban,285,29,17,Warning
well,rural,357,54,19,Warning
well,urban,926,22,12,Warning
river,rural,1032,49,9,Unsafe
pond,rural,181,35,4,Warning
pond,rural,1065,69,6,Unsafe
tanker,rural,938,71,4,Warning
river,rural,580,13,10,Warning
borewell,semi-urban,593,67,11,Safe
borewell,rural,960,58,2,Safe
borewell,rural,1196,96,15,Warning
well,rural,1447,52,5,Warning
well,semi-urban,704,41,1,Warning
well,urban,1217,15,14,Warning
tap,urban,577,56,20,Warning
pond,urban,201,45,5,Warning
tap,semi-urban,170,87,5,Safe
pond,urban,141,89,19,Unsafe
pond,rural,1078,97,4,Unsafe
pond,rural,1464,35,19,Unsafe
river,rural,696,98,12,Unsafe
river,rural,120,99,18,Unsafe
river,semi-urban,1094,7,18,Warning
borewell,rural,1466,19,2,Safe
well,urban,1352,48,12,Warning
tanker,semi-urban,802,41,6,Warning
well,urban,1174,98,4,Warning
borewell,rural,247,15,3,Safe
borewell,semi-urban,391,89,14,Warning
river,urban,461,62,5,Unsafe
tanker,semi-urban,997,47,13,Warning
pond,semi-urban,1184,33,10,Unsafe
river,urban,384,45,7,Warning
tap,urban,792,72,16,Warning
pond,urban,1213,22,5,Warning
tanker,semi-urban,1060,35,6,Warning
river,semi-urban,1297,82,17,Unsafe
tap,rural,463,63,4,Safe
tanker,rural,875,64,10,Unsafe
pond,semi-urban,1424,34,18,Unsafe
tap,urban,643,96,16,Warning
well,rural,146,93,10,Unsafe
tap,semi-urban,371,69,9,Safe
tanker,semi-urban,813,61,13,Unsafe
river,semi-urban,122,87,17,Unsafe
well,semi-urban,1081,21,11,Warning
river,semi-urban,821,91,10,Unsafe
river,rural,1187,11,3,Warning
pond,rural,936,67,19,Unsafe
borewell,urban,160,98,20,Warning
river,urban,833,47,11,Unsafe
tanker,rural,584,31,9,Warning
tap,urban,1091,31,18,Safe
borewell,rural,611,73,4,Safe
tap,rural,1111,52,5,Safe
borewell,rural,1075,20,3,Safe
river,rural,1072,43,14,Unsafe
borewell,rural,130,29,16,Safe
pond,semi-urban,138,28,20,Unsafe
river,urban,712,72,4,Unsafe
borewell,rural,1127,18,10,Safe
tap,semi-urban,361,46,11,Safe
river,urban,467,36,17,Unsafe
well,semi-urban,639,81,11,Warning
river,urban,266,15,12,Warning
well,urban,1039,32,9,Warning
borewell,semi-urban,512,95,12,Warning
river,rural,732,14,4,Warning
pond,rural,523,23,17,Unsafe
tap,semi-urban,1361,11,8,Safe
well,rural,1066,18,7,Warning
tanker,rural,1008,33,2,Warning
tanker,urban,1047,53,5,Warning
pond,urban,1483,93,16,Unsafe
borewell,rural,1122,64,16,Warning
tap,semi-urban,627,84,12,Warning
river,semi-urban,258,53,14,Unsafe
tanker,urban,884,70,7,Unsafe
river,semi-urban,1163,63,15,Unsafe
pond,semi-urban,946,2,1,Warning
tanker,semi-urban,707,22,11,Warning
tap,rural,1101,86,9,Warning
well,rural,259,19,5,Warning
well,semi-urban,1457,60,20,Warning
pond,rural,847,81,9,Unsafe
tanker,rural,276,22,7,Warning
tanker,urban,424,2,11,Warning
tanker,urban,482,26,12,Warning
tap,rural,474,78,17,Warning
pond,semi-urban,343,76,17,Unsafe
borewell,rural,1472,41,12,Safe
river,semi-urban,232,82,20,Unsafe
tanker,semi-urban,678,48,14,Warning
tap,rural,622,11,14,Safe
tanker,rural,301,33,14,Warning
tanker,urban,214,0,3,Warning
tanker,semi-urban,454,25,5,Warning
river,semi-urban,329,57,15,Unsafe
tanker,semi-urban,506,6,14,Warning
pond,rural,945,63,4,Unsafe
river,rural,1255,36,13,Unsafe
borewell,rural,1207,47,3,Safe
river,urban,1462,25,11,Warning
tap,semi-urban,1379,75,6,Safe
tanker,semi-urban,1159,32,12,Warning
river,semi-urban,508,51,16,Unsafe
tanker,rural,976,89,9,Unsafe
river,urban,1261,8,11,Warning
tanker,urban,1302,95,1,Unsafe
pond,urban,214,79,20,Unsafe
well,urban,1437,31,14,Warning
well,rural,294,25,20,Warning
pond,urban,639,48,9,Unsafe
borewell,semi-urban,992,56,8,Safe
pond,rural,996,36,5,Warning
tap,rural,656,81,5,Safe
well,urban,1222,67,7,Warning
borewell,urban,208,49,15,Safe
tap,rural,482,73,20,Warning
borewell,semi-urban,473,1,15,Safe
river,rural,548,35,8,Warning
well,rural,598,86,11,Warning
pond,rural,1412,26,4,Warning
river,rural,238,87,9,Unsafe
well,rural,1199,37,16,Warning
well,rural,166,94,14,Unsafe
tap,semi-urban,197,11,7,Safe
tap,urban,174,76,3,Safe
pond,rural,326,92,1,Unsafe
borewell,urban,759,92,4,Warning
borewell,semi-urban,1022,23,3,Safe
tap,rural,138,29,10,Safe
tanker,urban,266,30,6,Warning
borewell,urban,1458,45,20,Warning
tap,rural,331,25,1,Safe
borewell,rural,1181,70,6,Safe
tanker,rural,527,80,20,Unsafe
tap,rural,1054,8,6,Safe
tanker,semi-urban,1260,88,11,Unsafe
well,semi-urban,1477,47,16,Warning
borewell,rural,915,84,12,Warning
tap,rural,342,86,16,Warning
tanker,rural,321,9,14,Warning
borewell,urban,354,75,9,Warning
borewell,urban,261,6,11,Safe
borewell,semi-urban,597,52,9,Safe
well,semi-urban,1295,86,15,Unsafe
well,urban,428,66,9,Warning
well,semi-urban,774,34,5,Warning
pond,semi-urban,618,77,17,Unsafe
well,semi-urban,365,15,16,Warning
river,urban,858,97,12,Unsafe
tap,rural,1242,67,18,Warning
borewell,urban,1131,76,20,Warning
tap,urban,1331,85,12,Warning
pond,semi-urban,330,74,5,Unsafe
well,urban,802,62,17,Warning
pond,urban,458,1,15,Warning
borewell,urban,198,88,4,Safe
pond,rural,213,30,16,Unsafe
tanker,semi-urban,1325,9,11,Warning
tanker,semi-urban,1133,56,1,Warning
tap,rural,333,48,20,Safe
pond,rural,986,57,13,Unsafe
borewell,rural,571,50,19,Warning
river,rural,884,55,6,Unsafe
river,urban,584,22,12,Warning
tap,semi-urban,256,49,2,Safe
borewell,rural,968,67,11,Safe
borewell,rural,1021,70,16,Warning
river,urban,699,61,3,Warning
tap,rural,1149,97,7,Warning
pond,rural,454,57,19,Unsafe
river,rural,670,78,6,Unsafe
tap,urban,626,5,14,Safe
borewell,urban,1404,99,6,Warning
borewell,urban,1102,69,13,Warning
borewell,semi-urban,937,49,2,Safe
pond,urban,947,76,14,Unsafe
borewell,rural,763,77,4,Safe
pond,rural,1006,26,2,Warning
river,semi-urban,514,85,16,Unsafe
borewell,semi-urban,240,33,8,Safe
well,urban,787,45,7,Warning
pond,urban,440,60,7,Unsafe
tap,semi-urban,1500,58,20,Warning
well,semi-urban,114,99,14,Unsafe
river,urban,242,58,18,Unsafe
well,rural,956,38,11,Warning
borewell,rural,699,72,4,Safe
tap,urban,1182,89,15,Warning
river,semi-urban,1107,32,15,Unsafe
river,urban,1381,10,6,Warning
pond,rural,1103,8,19,Unsafe
well,rural,671,86,15,Unsafe
tap,rural,345,36,4,Safe
river,semi-urban,467,95,10,Unsafe
well,rural,114,18,8,Warning
tanker,semi-urban,342,0,4,Warning
tap,urban,477,70,5,Safe
well,semi-urban,1342,18,12,Warning
borewell,semi-urban,1038,24,4,Safe
pond,rural,1392,67,1,Unsafe
borewell,urban,1436,93,11,Warning
tap,urban,1130,46,18,Safe
tanker,rural,295,82,7,Unsafe
river,urban,405,94,12,Unsafe
tap,urban,1270,63,14,Safe
